date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:27:15	140/140	---M--	200	added ('OK')	text/plain	etag:W/%22efda193da3d9b9a661a26ee6a165b25b%22	http://www.sweetvanillabakeshop.com/robots.txt		(from )
22:27:16	29847/29847	---M-Z	200	added ('OK')	text/html	etag:W/%22267fdbf729ce18b89ba8d4cc9b6ebbd5-gzip%22	http://www.sweetvanillabakeshop.com/	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/index.html	(from )
22:27:16	227/227	---M--	200	added ('OK')	application/javascript	date:Mon,%2025%20Feb%202019%2003:27:15%20GMT	http://www.sweetvanillabakeshop.com/gdpr/gdprscript.js?buildTime=1550778034&hasRemindMe=true&stealth=false	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/gdpr/gdprscripte645.js	(from http://www.sweetvanillabakeshop.com/)
22:27:17	235073/235073	---M-Z	200	added ('OK')	text/css	etag:W/%225c6efa0f-39641%22	http://cdn2.editmysite.com/css/sites.css?buildTime=1550778034	C:/My%20Web%20Sites/bread/cdn2.editmysite.com/css/sitesf990.css	(from http://www.sweetvanillabakeshop.com/)
22:27:17	3911/3911	---M-Z	200	added ('OK')	text/css	etag:%225c6efa0f-f47%22	http://cdn2.editmysite.com/css/old/fancybox.css?1550778034	C:/My%20Web%20Sites/bread/cdn2.editmysite.com/css/old/fancyboxda82.css	(from http://www.sweetvanillabakeshop.com/)
22:27:17	13081/13081	---M-Z	200	added ('OK')	text/css	etag:W/%225c6efa0f-3319%22	http://cdn2.editmysite.com/css/social-icons.css?buildtime=1550778034	C:/My%20Web%20Sites/bread/cdn2.editmysite.com/css/social-icons6039.css	(from http://www.sweetvanillabakeshop.com/)
22:27:18	26968/26968	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Feb%202019%2003:27:17%20GMT	http://www.sweetvanillabakeshop.com/files/main_style.css?1550910485	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/files/main_stylec781.css	(from http://www.sweetvanillabakeshop.com/)
22:27:19	7160/7160	---MCZ	200	added ('OK')	application/x-javascript	date:Mon,%2025%20Feb%202019%2003:27:17%20GMT	http://www.sweetvanillabakeshop.com/files/templateArtifacts.js?1550910485	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/files/templateArtifactsc781.js	(from http://www.sweetvanillabakeshop.com/)
22:27:19	129524/129524	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225c6efa0f-1f9f4%22	http://cdn2.editmysite.com/js/lang/en/stl.js?buildTime=1550778034&	C:/My%20Web%20Sites/bread/cdn2.editmysite.com/js/lang/en/stlf027.js	(from http://www.sweetvanillabakeshop.com/)
22:27:22	476082/476082	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225c6efa0f-743b2%22	http://cdn2.editmysite.com/js/site/main.js?buildTime=1550778034	C:/My%20Web%20Sites/bread/cdn2.editmysite.com/js/site/mainf990.js	(from http://www.sweetvanillabakeshop.com/)
22:27:22	762/762	---MC-	200	added ('OK')	text/javascript	date:Mon,%2025%20Feb%202019%2003:27:20%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/bread/www.google.com/recaptcha/api.js	(from http://www.sweetvanillabakeshop.com/)
22:27:22	28031/28031	---M-Z	200	added ('OK')	text/html	etag:W/%223bf2e9f7ff48d5fd2f41e9a655121aed-gzip%22	http://www.sweetvanillabakeshop.com/about.html	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/about.html	(from http://www.sweetvanillabakeshop.com/)
22:27:23	30352/30352	---M-Z	200	added ('OK')	text/html	etag:W/%2252f17e41b8dd956137d156456626fc76-gzip%22	http://www.sweetvanillabakeshop.com/faq.html	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/faq.html	(from http://www.sweetvanillabakeshop.com/)
22:27:23	38349/38349	---M-Z	200	added ('OK')	text/html	etag:W/%2226f12d1cdb99387eefabeca1b6fb2fe0-gzip%22	http://www.sweetvanillabakeshop.com/pricing.html	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/pricing.html	(from http://www.sweetvanillabakeshop.com/)
22:27:24	29259/29259	---M-Z	200	added ('OK')	text/html	etag:W/%224f566b11dd0ff809dd09565ee922e97c-gzip%22	http://www.sweetvanillabakeshop.com/menu.html	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/menu.html	(from http://www.sweetvanillabakeshop.com/)
22:27:24	29839/29839	---M-Z	200	added ('OK')	text/html	etag:W/%221ee439a20984f9b0cc35e7a23c9f4f29-gzip%22	http://www.sweetvanillabakeshop.com/reviews.html	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/reviews.html	(from http://www.sweetvanillabakeshop.com/)
22:27:25	29148/29148	---M-Z	200	added ('OK')	text/html	etag:W/%229bf780673fcd5f872123a8d3f71a5458-gzip%22	http://www.sweetvanillabakeshop.com/cakes.html	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/cakes.html	(from http://www.sweetvanillabakeshop.com/)
22:27:25	28006/28006	---M-Z	200	added ('OK')	text/html	etag:W/%2249a6c9678655dfd942133aebf72d949e-gzip%22	http://www.sweetvanillabakeshop.com/childrens-cake.html	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/childrens-cake.html	(from http://www.sweetvanillabakeshop.com/)
22:27:26	27674/27674	---M-Z	200	added ('OK')	text/html	etag:W/%22bc8b2b472b7b5e410acd95e2f655d8c7-gzip%22	http://www.sweetvanillabakeshop.com/special-occasion.html	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/special-occasion.html	(from http://www.sweetvanillabakeshop.com/)
22:27:26	27469/27469	---M-Z	200	added ('OK')	text/html	etag:W/%22f2a310e4834b373452bef2e0094fb241-gzip%22	http://www.sweetvanillabakeshop.com/wedding--bridal-shower-cakes.html	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/wedding--bridal-shower-cakes.html	(from http://www.sweetvanillabakeshop.com/)
22:27:27	27719/27719	---M-Z	200	added ('OK')	text/html	etag:W/%22f20f8ea97658f6d1ef37d6fc4a1514a8-gzip%22	http://www.sweetvanillabakeshop.com/buttercream-cakes.html	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/buttercream-cakes.html	(from http://www.sweetvanillabakeshop.com/)
22:27:27	27461/27461	---M-Z	200	added ('OK')	text/html	etag:W/%223a3d045f3e030060e3f2f36259ac627b-gzip%22	http://www.sweetvanillabakeshop.com/sweet-treats.html	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/sweet-treats.html	(from http://www.sweetvanillabakeshop.com/)
22:27:28	35482/35482	---M-Z	200	added ('OK')	text/html	etag:W/%22024db98c4d04ac49c0b446ffd5ffcd6d-gzip%22	http://www.sweetvanillabakeshop.com/contact.html	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/contact.html	(from http://www.sweetvanillabakeshop.com/)
22:27:29	8222/8222	---M--	200	added ('OK')	image/jpeg	etag:%228ab44cf5e-201e-57358e17dfd40%22	http://www.sweetvanillabakeshop.com/uploads/1/3/5/7/13570943/published/sweetvanillafinal-copy_4.jpg?1534200461	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/uploads/1/3/5/7/13570943/published/sweetvanillafinal-copy_46cc9.jpg	(from http://www.sweetvanillabakeshop.com/)
22:27:29	89921/89921	---M--	200	added ('OK')	image/jpeg	etag:%228846a024b-15f41-55d5633c9ff40%22	http://www.sweetvanillabakeshop.com/uploads/1/3/5/7/13570943/background-images/1960515146.jpg	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/uploads/1/3/5/7/13570943/background-images/1960515146.jpg	(from http://www.sweetvanillabakeshop.com/)
22:27:39	93636/93636	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.8.3/jquery.min.js	C:/My%20Web%20Sites/bread/ajax.googleapis.com/ajax/libs/jquery/1.8.3/jquery.min.js	(from http://www.sweetvanillabakeshop.com/)
22:28:09	255171/255171	---M--	200	added ('OK')	image/png	etag:%228b77edfdd-3e4c3-57a323a435d00%22	http://www.sweetvanillabakeshop.com/uploads/1/3/5/7/13570943/p457.png	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/uploads/1/3/5/7/13570943/p457.png	(from http://www.sweetvanillabakeshop.com/)
22:28:32	322305/322305	---M--	200	added ('OK')	image/png	etag:%228b7f45e36-4eb01-57a323a7123c0%22	http://www.sweetvanillabakeshop.com/uploads/1/3/5/7/13570943/p456.png	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/uploads/1/3/5/7/13570943/p456.png	(from http://www.sweetvanillabakeshop.com/)
22:28:33	408185/408185	---M--	200	added ('OK')	image/png	etag:%228b72558a3-63a79-57a323a341ac0%22	http://www.sweetvanillabakeshop.com/uploads/1/3/5/7/13570943/p457_orig.png	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/uploads/1/3/5/7/13570943/p457_orig.png	(from http://www.sweetvanillabakeshop.com/)
22:28:37	84797/84797	---MCZ	200	added ('OK')	application/javascript	etag:W/%228a78b3d32-14b3d-57092c408cb00%22	http://www.sweetvanillabakeshop.com/files/theme/plugins.js?1531150540	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/files/theme/plugins7c58.js	(from http://www.sweetvanillabakeshop.com/)
22:28:38	3233/3233	---M--	200	added ('OK')	application/javascript	etag:%228a6a98524-ca1-57092c408cb00%22	http://www.sweetvanillabakeshop.com/files/theme/custom.js?1531150540	C:/My%20Web%20Sites/bread/www.sweetvanillabakeshop.com/files/theme/custom7c58.js	(from http://www.sweetvanillabakeshop.com/)
